time,EngineeringValue
2021-06-07 00:00:02+00:00,0.6803771949273758
2021-06-07 00:00:10+00:00,0.680380577738874
2021-06-07 00:00:18+00:00,0.6803839377480267
2021-06-07 00:00:26+00:00,0.6803872522815372
2021-06-07 00:00:34+00:00,0.680390499093406
2021-06-07 00:00:42+00:00,0.6803936561653393
2021-06-07 00:00:50+00:00,0.6803967018690504
2021-06-07 00:00:58+00:00,0.6803996153529499
2021-06-07 00:01:06+00:00,0.6804023763858371
2021-06-07 00:01:14+00:00,0.6804049655539741
2021-06-07 00:01:22+00:00,0.6804073643260148
2021-06-07 00:01:30+00:00,0.6804095552483507
2021-06-07 00:01:38+00:00,0.6804115219999954
2021-06-07 00:01:46+00:00,0.6804132494858207
2021-06-07 00:01:54+00:00,0.6804147239237246
2021-06-07 00:02:02+00:00,0.6804159329689391
2021-06-07 00:02:10+00:00,0.6804168656516448
2021-06-07 00:02:18+00:00,0.6804175126208156
2021-06-07 00:02:26+00:00,0.6804178660232829
2021-06-07 00:02:34+00:00,0.6804179197302785
2021-06-07 00:02:42+00:00,0.6804176692418663
2021-06-07 00:02:50+00:00,0.6804171117583364
2021-06-07 00:02:58+00:00,0.6804162461987295
2021-06-07 00:03:06+00:00,0.6804150732084443
2021-06-07 00:03:14+00:00,0.680413595155498
2021-06-07 00:03:22+00:00,0.6804118161150493
2021-06-07 00:03:30+00:00,0.6804097418418705
2021-06-07 00:03:38+00:00,0.6804073797305075
2021-06-07 00:03:46+00:00,0.6804047387629505
2021-06-07 00:03:54+00:00,0.680401829443716
2021-06-07 00:04:02+00:00,0.6803986637223268
2021-06-07 00:04:10+00:00,0.6803952549457066
2021-06-07 00:04:18+00:00,0.6803916176637843
2021-06-07 00:04:26+00:00,0.6803877675164737
2021-06-07 00:04:34+00:00,0.680383721242317
2021-06-07 00:04:42+00:00,0.680379496363504
2021-06-07 00:04:50+00:00,0.6803751112168851
2021-06-07 00:04:58+00:00,0.6803705846612755
2021-06-07 00:05:06+00:00,0.6803659359553802
2021-06-07 00:05:14+00:00,0.6803611845840287
2021-06-07 00:05:22+00:00,0.6803563501199814
2021-06-07 00:05:30+00:00,0.6803514519455308
2021-06-07 00:05:38+00:00,0.680346509105399
2021-06-07 00:05:46+00:00,0.6803415401127939
2021-06-07 00:05:54+00:00,0.6803365627537953
2021-06-07 00:06:02+00:00,0.6803315939339055
2021-06-07 00:06:10+00:00,0.6803266493913364
2021-06-07 00:06:18+00:00,0.6803217435488209
2021-06-07 00:06:26+00:00,0.6803168893260653
2021-06-07 00:06:34+00:00,0.6803120980019962
2021-06-07 00:06:42+00:00,0.6803073789475408
2021-06-07 00:06:50+00:00,0.6803027394608165
2021-06-07 00:06:58+00:00,0.6802981847924638
2021-06-07 00:07:06+00:00,0.6802937177334077
2021-06-07 00:07:14+00:00,0.6802893386633067
2021-06-07 00:07:22+00:00,0.6802850453930822
2021-06-07 00:07:30+00:00,0.6802808330697898
2021-06-07 00:07:38+00:00,0.6802766941384961
2021-06-07 00:07:46+00:00,0.6802726181428548
2021-06-07 00:07:54+00:00,0.6802685918175234
2021-06-07 00:08:02+00:00,0.6802645990221026
2021-06-07 00:08:10+00:00,0.6802606207379746
2021-06-07 00:08:18+00:00,0.6802566350861512
2021-06-07 00:08:26+00:00,0.6802526173665537
2021-06-07 00:08:34+00:00,0.6802485401628254
2021-06-07 00:08:42+00:00,0.6802443732895753
2021-06-07 00:08:50+00:00,0.6802400840755961
2021-06-07 00:08:58+00:00,0.6802356373563084
2021-06-07 00:09:06+00:00,0.6802309956647619
2021-06-07 00:09:14+00:00,0.6802261194014567
2021-06-07 00:09:22+00:00,0.6802209670248675
2021-06-07 00:09:30+00:00,0.6802154952181678
2021-06-07 00:09:38+00:00,0.6802096592546044
2021-06-07 00:09:46+00:00,0.6802034131109245
2021-06-07 00:09:54+00:00,0.6801967096887934
2021-06-07 00:10:02+00:00,0.6801895013225482
2021-06-07 00:10:10+00:00,0.680181739854647
2021-06-07 00:10:18+00:00,0.6801733770810864
2021-06-07 00:10:26+00:00,0.6801643650719796
2021-06-07 00:10:34+00:00,0.6801546564123438
2021-06-07 00:10:42+00:00,0.6801442045458013
2021-06-07 00:10:50+00:00,0.6801329642172991
2021-06-07 00:10:58+00:00,0.6801208917869774
2021-06-07 00:11:06+00:00,0.6801079456370124
2021-06-07 00:11:14+00:00,0.680094086402948
2021-06-07 00:11:22+00:00,0.6800792774353767
2021-06-07 00:11:30+00:00,0.6800634852202231
